Gene/Build	Transcript/Chr	Region	Amplicon	Start Pos	End Pos	Chromosome	GRCh37 Genomic ID	GRCh37 Genomic Start	GRCh37 Genomic End
RYR1	NM_000540.2	Exon 13	13	c.1245-15	c.1440+15	19	NC_000019.9	38943444	38943669
RYR1	NM_000540.2	Exon 14	14	c.1441-15	c.1576+15	19	NC_000019.9	38945860	38946025
RYR1	NM_000540.2	Exon 15	15	c.1577-15	c.1672+15	19	NC_000019.9	38946076	38946201
RYR1	NM_000540.2	Exon 16	16	c.1673-15	c.1791+15	19	NC_000019.9	38946258	38946406
RYR1	NM_000540.2	Exon 17	17	c.1792-15	c.1925+15	19	NC_000019.9	38948122	38948285
RYR1	NM_000540.2	Exon 18	18	c.1926-15	c.2167+15	19	NC_000019.9	38948676	38948947
RYR1	NM_000540.2	Exon 19	19	c.2168-15	c.2360+15	19	NC_000019.9	38949771	38949993
RYR1	NM_000540.2	Exon 20	20	c.2361-15	c.2577+15	19	NC_000019.9	38951000	38951246
RYR1	NM_000540.2	Exon 21	21	c.2578-15	c.2682+15	19	NC_000019.9	38954048	38954182
RYR1	NM_000540.2	Exon 22	22	c.2683-15	c.2786+15	19	NC_000019.9	38954372	38954505
RYR1	NM_000540.2	Exon 23	23	c.2787-15	c.2870+15	19	NC_000019.9	38955264	38955377
RYR1	NM_000540.2	Exon 24	24	c.2871-15	c.3178+15	19	NC_000019.9	38956716	38957053
RYR1	NM_000540.2	Exon 25	25	c.3179-15	c.3381+15	19	NC_000019.9	38958235	38958467
RYR1	NM_000540.2	Exon 26	26	c.3382-15	c.3556+15	19	NC_000019.9	38959591	38959795
RYR1	NM_000540.2	Exon 27	27	c.3557-15	c.3765+15	19	NC_000019.9	38959930	38960168
RYR1	NM_000540.2	Exon 28	28	c.3766-15	c.4160+15	19	NC_000019.9	38964002	38964426
RYR1	NM_000540.2	Exon 29	29	c.4161-15	c.4293+15	19	NC_000019.9	38965943	38966105
RYR1	NM_000540.2	Exon 30	30	c.4294-15	c.4454+15	19	NC_000019.9	38968335	38968525
RYR1	NM_000540.2	Exon 31	31	c.4455-15	c.4620+15	19	NC_000019.9	38969060	38969255
RYR1	NM_000540.2	Exon 32	32	c.4621-15	c.4707+15	19	NC_000019.9	38973652	38973768
RYR1	NM_000540.2	Exon 33	33	c.4708-15	c.4934+15	19	NC_000019.9	38973915	38974171
RYR1	NM_000540.2	Exon 34	34	c.4935-15	c.5547+15	19	NC_000019.9	38976215	38976857
RYR1	NM_000540.2	Exon 35	35	c.5548-15	c.5814+15	19	NC_000019.9	38979802	38980098
RYR1	NM_000540.2	Exon 36	36	c.5815-15	c.6015+15	19	NC_000019.9	38980701	38980931
RYR1	NM_000540.2	Exon 37	37	c.6016-15	c.6127+15	19	NC_000019.9	38981246	38981387
RYR1	NM_000540.2	Exon 38	38	c.6128-15	c.6274+15	19	NC_000019.9	38983115	38983291
RYR1	NM_000540.2	Exon 39	39	c.6275-15	c.6548+15	19	NC_000019.9	38984977	38985280
RYR1	NM_000540.2	Exon 40	40	c.6549-15	c.6663+15	19	NC_000019.9	38986840	38986984
RYR1	NM_000540.2	Exon 41	41	c.6664-15	c.6796+15	19	NC_000019.9	38987034	38987196
RYR1	NM_000540.2	Exon 42	42	c.6797-15	c.6891+15	19	NC_000019.9	38987485	38987609
RYR1	NM_000540.2	Exon 43	43	c.6892-15	c.7027+15	19	NC_000019.9	38989733	38989898
RYR1	NM_000540.2	Exon 44	44	c.7028-15	c.7214+15	19	NC_000019.9	38990260	38990476
RYR1	NM_000540.2	Exon 45	45	c.7215-15	c.7323+15	19	NC_000019.9	38990533	38990671
RYR1	NM_000540.2	Exon 46	46	c.7324-15	c.7444+15	19	NC_000019.9	38991231	38991381
RYR1	NM_000540.2	Exon 47	47	c.7445-15	c.7614+15	19	NC_000019.9	38991446	38991645
RYR1	NM_000540.2	Exon 48	48	c.7615-15	c.7835+15	19	NC_000019.9	38993132	38993382
RYR1	NM_000540.2	Exon 49	49	c.7836-15	c.7926+15	19	NC_000019.9	38993505	38993625
RYR1	NM_000540.2	Exon 50	50	c.7927-15	c.8067+15	19	NC_000019.9	38994845	38995015
RYR1	NM_000540.2	Exon 51	51	c.8068-15	c.8231+15	19	NC_000019.9	38995373	38995566
RYR1	NM_000540.2	Exon 52	52	c.8232-15	c.8310+15	19	NC_000019.9	38995628	38995736
RYR1	NM_000540.2	Exon 53	53	c.8311-15	c.8400+15	19	NC_000019.9	38995934	38996053
RYR1	NM_000540.2	Exon 54	54	c.8401-15	c.8541+15	19	NC_000019.9	38996431	38996601
RYR1	NM_000540.2	Exon 55	55	c.8542-15	c.8616+15	19	NC_000019.9	38996928	38997032
RYR1	NM_000540.2	Exon 56	56	c.8617-15	c.8692+15	19	NC_000019.9	38997096	38997201
RYR1	NM_000540.2	Exon 57	57	c.8693-15	c.8816+15	19	NC_000019.9	38997454	38997607
RYR1	NM_000540.2	Exon 58	58	c.8817-15	c.8932+15	19	NC_000019.9	38998337	38998482
RYR1	NM_000540.2	Exon 59	59	c.8933-15	c.9000+15	19	NC_000019.9	39001123	39001220
RYR1	NM_000540.2	Exon 60	60	c.9001-15	c.9122+15	19	NC_000019.9	39001285	39001436
RYR1	NM_000540.2	Exon 61	61	c.9123-15	c.9172+15	19	NC_000019.9	39002186	39002265
RYR1	NM_000540.2	Exon 62	62	c.9173-15	c.9233+15	19	NC_000019.9	39002697	39002787
RYR1	NM_000540.2	Exon 63	63	c.9234-15	c.9472+15	19	NC_000019.9	39002870	39003138
RYR1	NM_000540.2	Exon 64	64	c.9473-15	c.9554+15	19	NC_000019.9	39005651	39005762
RYR1	NM_000540.2	Exon 65	65	c.9555-15	c.9685+15	19	NC_000019.9	39006712	39006872
RYR1	NM_000540.2	Exon 66	66	c.9686-15	c.10018+15	19	NC_000019.9	39007984	39008346
RYR1	NM_000540.2	Exon 67	67	c.10019-15	c.10259+15	19	NC_000019.9	39009839	39010109
RYR1	NM_000540.2	Exon 68	68	c.10260-15	c.10347+15	19	NC_000019.9	39013653	39013770
RYR1	NM_000540.2	Exon 69	69	c.10348-15	c.10440+15	19	NC_000019.9	39013842	39013964
RYR1	NM_000540.2	Exon 70	70	c.10441-15	c.10455+15	19	NC_000019.9	39014540	39014584
RYR1	NM_000540.2	Exon 71	71	c.10456-15	c.10626+15	19	NC_000019.9	39015957	39016157
RYR1	NM_000540.2	Exon 72	72	c.10627-15	c.10686+15	19	NC_000019.9	39017618	39017707
RYR1	NM_000540.2	Exon 73	73	c.10687-15	c.10824+15	19	NC_000019.9	39018272	39018439
RYR1	NM_000540.2	Exon 74	74	c.10825-15	c.10937+15	19	NC_000019.9	39018931	39019073
RYR1	NM_000540.2	Exon 75	75	c.10938-15	c.11034+15	19	NC_000019.9	39019224	39019350
RYR1	NM_000540.2	Exon 76	76	c.11035-15	c.11141+15	19	NC_000019.9	39019576	39019712
RYR1	NM_000540.2	Exon 77	77	c.11142-15	c.11193+15	19	NC_000019.9	39023115	39023196
RYR1	NM_000540.2	Exon 78	78	c.11194-15	c.11259+15	19	NC_000019.9	39023296	39023391
RYR1	NM_000540.2	Exon 79	79	c.11260-15	c.11359+15	19	NC_000019.9	39025345	39025474
RYR1	NM_000540.2	Exon 80	80	c.11360-15	c.11439+15	19	NC_000019.9	39025766	39025875
RYR1	NM_000540.2	Exon 81	81	c.11440-15	c.11516+15	19	NC_000019.9	39025941	39026047
RYR1	NM_000540.2	Exon 82	82	c.11517-15	c.11590+15	19	NC_000019.9	39026622	39026725
RYR1	NM_000540.2	Exon 83	83	c.11591-15	c.11608+15	19	NC_000019.9	39027375	39027422
RYR1	NM_000540.2	Exon 84	84	c.11609-15	c.11689+15	19	NC_000019.9	39028505	39028615
RYR1	NM_000540.2	Exon 85	85	c.11690-15	c.11778+15	19	NC_000019.9	39033972	39034090
RYR1	NM_000540.2	Exon 86	86	c.11779-15	c.11907+15	19	NC_000019.9	39034157	39034315
RYR1	NM_000540.2	Exon 87	87	c.11908-15	c.12012+15	19	NC_000019.9	39034396	39034530
RYR1	NM_000540.2	Exon 88	88	c.12013-15	c.12094+15	19	NC_000019.9	39037070	39037181
RYR1	NM_000540.2	Exon 89	89	c.12095-15	c.12282+15	19	NC_000019.9	39038858	39039075
RYR1	NM_000540.2	Exon 90	90	c.12283-15	c.12624+15	19	NC_000019.9	39051738	39052109
RYR1	NM_000540.2	Exon 91	91	c.12625-15	c.13437+15	19	NC_000019.9	39055584	39056426
RYR1	NM_000540.2	Exon 92	92	c.13438-15	c.13514+15	19	NC_000019.9	39057536	39057642
RYR1	NM_000540.2	Exon 93	93	c.13515-15	c.13659+15	19	NC_000019.9	39058398	39058572
RYR1	NM_000540.2	Exon 94	94	c.13660-15	c.13746+15	19	NC_000019.9	39061232	39061348
RYR1	NM_000540.2	Exon 95	95	c.13747-15	c.13998+15	19	NC_000019.9	39062644	39062925
RYR1	NM_000540.2	Exon 96	96	c.13999-15	c.14129+15	19	NC_000019.9	39063802	39063962
RYR1	NM_000540.2	Exon 97	97	c.14130-15	c.14172+15	19	NC_000019.9	39066544	39066616
RYR1	NM_000540.2	Exon 98	98	c.14173-15	c.14303+15	19	NC_000019.9	39068543	39068703
RYR1	NM_000540.2	Exon 99	99	c.14304-15	c.14364+15	19	NC_000019.9	39068769	39068859
RYR2	NM_001035.2	Exon 01	01	c.-15	c.48+15	1	NC_000001.10	237205807	237205884
RYR2	NM_001035.2	Exon 02	02	c.49-15	c.168+15	1	NC_000001.10	237433782	237433931
RYR2	NM_001035.2	Exon 03	03	c.169-15	c.273+15	1	NC_000001.10	237494163	237494297
RYR2	NM_001035.2	Exon 04	04	c.274-15	c.294+15	1	NC_000001.10	237519250	237519300
RYR2	NM_001035.2	Exon 05	05	c.295-15	c.309+15	1	NC_000001.10	237527643	237527687
RYR2	NM_001035.2	Exon 06	06	c.310-15	c.384+15	1	NC_000001.10	237532819	237532923
RYR2	NM_001035.2	Exon 07	07	c.385-15	c.463+15	1	NC_000001.10	237538002	237538110
RYR2	NM_001035.2	Exon 08	08	c.464-15	c.576+15	1	NC_000001.10	237540608	237540750
RYR2	NM_001035.2	Exon 09	09	c.577-15	c.676+15	1	NC_000001.10	237550566	237550695
RYR2	NM_001035.2	Exon 10	10	c.677-15	c.773+15	1	NC_000001.10	237551372	237551498
RYR2	NM_001035.2	Exon 100	100	c.14299-15	c.14433+15	1	NC_000001.10	237972186	237972350
RYR2	NM_001035.2	Exon 101	101	c.14434-15	c.14590+15	1	NC_000001.10	237982321	237982507
RYR2	NM_001035.2	Exon 102	102	c.14591-15	c.14655+15	1	NC_000001.10	237991666	237991760
RYR2	NM_001035.2	Exon 103	103	c.14656-15	c.14756+15	1	NC_000001.10	237993815	237993945
RYR2	NM_001035.2	Exon 104	104	c.14757-15	c.14808+15	1	NC_000001.10	237994799	237994880
RYR2	NM_001035.2	Exon 105	105	c.14809-15	c.*15	1	NC_000001.10	237995837	237995962
RYR2	NM_001035.2	Exon 11	11	c.774-15	c.848+15	1	NC_000001.10	237580334	237580438
RYR2	NM_001035.2	Exon 12	12	c.849-15	c.1005+15	1	NC_000001.10	237586377	237586563
RYR2	NM_001035.2	Exon 13	13	c.1006-15	c.1170+15	1	NC_000001.10	237604604	237604798
RYR2	NM_001035.2	Exon 14	14	c.1171-15	c.1292+15	1	NC_000001.10	237608686	237608837
RYR2	NM_001035.2	Exon 15	15	c.1293-15	c.1476+15	1	NC_000001.10	237617676	237617889
RYR2	NM_001035.2	Exon 16	16	c.1477-15	c.1612+15	1	NC_000001.10	237619885	237620050
RYR2	NM_001035.2	Exon 17	17	c.1613-15	c.1708+15	1	NC_000001.10	237632377	237632502
RYR2	NM_001035.2	Exon 18	18	c.1709-15	c.1827+15	1	NC_000001.10	237655091	237655239
RYR2	NM_001035.2	Exon 19	19	c.1828-15	c.1961+15	1	NC_000001.10	237656239	237656402
RYR2	NM_001035.2	Exon 20	20	c.1962-15	c.2203+15	1	NC_000001.10	237659796	237660067
RYR2	NM_001035.2	Exon 21	21	c.2204-15	c.2396+15	1	NC_000001.10	237663996	237664218
RYR2	NM_001035.2	Exon 22	22	c.2397-15	c.2613+15	1	NC_000001.10	237666574	237666820
RYR2	NM_001035.2	Exon 23	23	c.2614-15	c.2718+15	1	NC_000001.10	237669995	237670129
RYR2	NM_001035.2	Exon 24	24	c.2719-15	c.2822+15	1	NC_000001.10	237674973	237675106
RYR2	NM_001035.2	Exon 25	25	c.2823-15	c.2906+15	1	NC_000001.10	237693712	237693825
RYR2	NM_001035.2	Exon 26	26	c.2907-15	c.3066+15	1	NC_000001.10	237711716	237711905
RYR2	NM_001035.2	Exon 27	27	c.3067-15	c.3214+15	1	NC_000001.10	237713829	237714006
RYR2	NM_001035.2	Exon 28	28	c.3215-15	c.3423+15	1	NC_000001.10	237729852	237730090
RYR2	NM_001035.2	Exon 29	29	c.3424-15	c.3598+15	1	NC_000001.10	237732430	237732634
RYR2	NM_001035.2	Exon 30	30	c.3599-15	c.3807+15	1	NC_000001.10	237753078	237753316
RYR2	NM_001035.2	Exon 31	31	c.3808-15	c.4160+15	1	NC_000001.10	237753925	237754307
RYR2	NM_001035.2	Exon 32	32	c.4161-15	c.4275+15	1	NC_000001.10	237755024	237755168
RYR2	NM_001035.2	Exon 33	33	c.4276-15	c.4436+15	1	NC_000001.10	237756761	237756951
RYR2	NM_001035.2	Exon 34	34	c.4437-15	c.4596+15	1	NC_000001.10	237758783	237758972
RYR2	NM_001035.2	Exon 35	35	c.4597-15	c.4683+15	1	NC_000001.10	237765310	237765426
RYR2	NM_001035.2	Exon 36	36	c.4684-15	c.4910+15	1	NC_000001.10	237774047	237774303
RYR2	NM_001035.2	Exon 37	37	c.4911-15	c.5715+15	1	NC_000001.10	237777324	237778158
RYR2	NM_001035.2	Exon 38	38	c.5716-15	c.5916+15	1	NC_000001.10	237780571	237780801
RYR2	NM_001035.2	Exon 39	39	c.5917-15	c.6022+15	1	NC_000001.10	237787050	237787185
RYR2	NM_001035.2	Exon 40	40	c.6023-15	c.6166+15	1	NC_000001.10	237788946	237789119
RYR2	NM_001035.2	Exon 41	41	c.6167-15	c.6440+15	1	NC_000001.10	237791092	237791395
RYR2	NM_001035.2	Exon 42	42	c.6441-15	c.6555+15	1	NC_000001.10	237794712	237794856
RYR2	NM_001035.2	Exon 43	43	c.6556-15	c.6688+15	1	NC_000001.10	237796863	237797025
RYR2	NM_001035.2	Exon 44	44	c.6689-15	c.6792+15	1	NC_000001.10	237798174	237798307
RYR2	NM_001035.2	Exon 45	45	c.6793-15	c.6928+15	1	NC_000001.10	237801642	237801807
RYR2	NM_001035.2	Exon 46	46	c.6929-15	c.7115+15	1	NC_000001.10	237802300	237802516
RYR2	NM_001035.2	Exon 47	47	c.7116-15	c.7221+15	1	NC_000001.10	237804182	237804317
RYR2	NM_001035.2	Exon 48	48	c.7222-15	c.7342+15	1	NC_000001.10	237806612	237806762
RYR2	NM_001035.2	Exon 49	49	c.7343-15	c.7512+15	1	NC_000001.10	237811729	237811928
RYR2	NM_001035.2	Exon 50	50	c.7513-15	c.7733+15	1	NC_000001.10	237813162	237813412
RYR2	NM_001035.2	Exon 51	51	c.7734-15	c.7824+15	1	NC_000001.10	237814696	237814816
RYR2	NM_001035.2	Exon 52	52	c.7825-15	c.7965+15	1	NC_000001.10	237817559	237817729
RYR2	NM_001035.2	Exon 53	53	c.7966-15	c.8129+15	1	NC_000001.10	237819106	237819299
RYR2	NM_001035.2	Exon 54	54	c.8130-15	c.8208+15	1	NC_000001.10	237821229	237821337
RYR2	NM_001035.2	Exon 55	55	c.8209-15	c.8298+15	1	NC_000001.10	237823270	237823389
RYR2	NM_001035.2	Exon 56	56	c.8299-15	c.8436+15	1	NC_000001.10	237824095	237824262
RYR2	NM_001035.2	Exon 57	57	c.8437-15	c.8514+15	1	NC_000001.10	237829797	237829904
RYR2	NM_001035.2	Exon 58	58	c.8515-15	c.8590+15	1	NC_000001.10	237831168	237831273
RYR2	NM_001035.2	Exon 59	59	c.8591-15	c.8714+15	1	NC_000001.10	237837381	237837534
RYR2	NM_001035.2	Exon 60	60	c.8715-15	c.8830+15	1	NC_000001.10	237838016	237838161
RYR2	NM_001035.2	Exon 61	61	c.8831-15	c.8895+15	1	NC_000001.10	237841333	237841427
RYR2	NM_001035.2	Exon 62	62	c.8896-15	c.9017+15	1	NC_000001.10	237843741	237843892
RYR2	NM_001035.2	Exon 63	63	c.9018-15	c.9067+15	1	NC_000001.10	237850740	237850819
RYR2	NM_001035.2	Exon 64	64	c.9068-15	c.9128+15	1	NC_000001.10	237862250	237862340
RYR2	NM_001035.2	Exon 65	65	c.9129-15	c.9367+15	1	NC_000001.10	237863514	237863782
RYR2	NM_001035.2	Exon 66	66	c.9368-15	c.9449+15	1	NC_000001.10	237865263	237865374
RYR2	NM_001035.2	Exon 67	67	c.9450-15	c.9580+15	1	NC_000001.10	237868498	237868658
RYR2	NM_001035.2	Exon 68	68	c.9581-15	c.9901+15	1	NC_000001.10	237870234	237870584
RYR2	NM_001035.2	Exon 69	69	c.9902-15	c.10142+15	1	NC_000001.10	237872143	237872413
RYR2	NM_001035.2	Exon 70	70	c.10143-15	c.10230+15	1	NC_000001.10	237872765	237872882
RYR2	NM_001035.2	Exon 71	71	c.10231-15	c.10323+15	1	NC_000001.10	237875030	237875152
RYR2	NM_001035.2	Exon 72	72	c.10324-15	c.10494+15	1	NC_000001.10	237880483	237880683
RYR2	NM_001035.2	Exon 73	73	c.10495-15	c.10554+15	1	NC_000001.10	237881747	237881836
RYR2	NM_001035.2	Exon 74	74	c.10555-15	c.10689+15	1	NC_000001.10	237886413	237886577
RYR2	NM_001035.2	Exon 75	75	c.10690-15	c.10725+15	1	NC_000001.10	237889558	237889623
RYR2	NM_001035.2	Exon 76	76	c.10726-15	c.10838+15	1	NC_000001.10	237890372	237890514
RYR2	NM_001035.2	Exon 77	77	c.10839-15	c.10935+15	1	NC_000001.10	237893545	237893671
RYR2	NM_001035.2	Exon 78	78	c.10936-15	c.11039+15	1	NC_000001.10	237895331	237895464
RYR2	NM_001035.2	Exon 79	79	c.11040-15	c.11091+15	1	NC_000001.10	237896990	237897071
RYR2	NM_001035.2	Exon 80	80	c.11092-15	c.11145+15	1	NC_000001.10	237905581	237905664
RYR2	NM_001035.2	Exon 81	81	c.11146-15	c.11245+15	1	NC_000001.10	237919573	237919702
RYR2	NM_001035.2	Exon 82	82	c.11246-15	c.11325+15	1	NC_000001.10	237920982	237921091
RYR2	NM_001035.2	Exon 83	83	c.11326-15	c.11402+15	1	NC_000001.10	237923061	237923167
RYR2	NM_001035.2	Exon 84	84	c.11403-15	c.11476+15	1	NC_000001.10	237924240	237924343
RYR2	NM_001035.2	Exon 85	85	c.11477-15	c.11557+15	1	NC_000001.10	237934092	237934202
RYR2	NM_001035.2	Exon 86	86	c.11558-15	c.11646+15	1	NC_000001.10	237935297	237935415
RYR2	NM_001035.2	Exon 87	87	c.11647-15	c.11775+15	1	NC_000001.10	237936805	237936963
RYR2	NM_001035.2	Exon 88	88	c.11776-15	c.11880+15	1	NC_000001.10	237941951	237942085
RYR2	NM_001035.2	Exon 89	89	c.11881-15	c.11962+15	1	NC_000001.10	237944850	237944961
RYR2	NM_001035.2	Exon 90	90	c.11963-15	c.13260+15	1	NC_000001.10	237946960	237948287
RYR2	NM_001035.2	Exon 91	91	c.13261-15	c.13328+15	1	NC_000001.10	237949254	237949351
RYR2	NM_001035.2	Exon 92	92	c.13329-15	c.13476+15	1	NC_000001.10	237951273	237951450
RYR2	NM_001035.2	Exon 93	93	c.13477-15	c.13563+15	1	NC_000001.10	237954714	237954830
RYR2	NM_001035.2	Exon 94	94	c.13564-15	c.13782+15	1	NC_000001.10	237955390	237955638
RYR2	NM_001035.2	Exon 95	95	c.13783-15	c.13913+15	1	NC_000001.10	237957152	237957312
RYR2	NM_001035.2	Exon 96	96	c.13914-15	c.13956+15	1	NC_000001.10	237958574	237958646
RYR2	NM_001035.2	Exon 97	97	c.13957-15	c.14090+15	1	NC_000001.10	237961322	237961485
RYR2	NM_001035.2	Exon 98	98	c.14091-15	c.14151+15	1	NC_000001.10	237965141	237965231
RYR2	NM_001035.2	Exon 99	99	c.14152-15	c.14298+15	1	NC_000001.10	237969422	237969598
SCN5A	NM_001099404.1	Exon 06A	06A	c.612-15	c.703+15	3	NC_000003.11	38655572	38655451
SCN5A	NM_198056.2	Exon 02	02	c.-15	c.273+15	3	NC_000003.11	38674813	38674511
SCN5A	NM_198056.2	Exon 03	03	c.274-15	c.392+15	3	NC_000003.11	38671935	38671787
SCN5A	NM_198056.2	Exon 04	04	c.393-15	c.482+15	3	NC_000003.11	38663995	38663876
SCN5A	NM_198056.2	Exon 05	05	c.483-15	c.611+15	3	NC_000003.11	38662477	38662319
SCN5A	NM_198056.2	Exon 06	06	c.612-15	c.703+15	3	NC_000003.11	38655340	38655219
SCN5A	NM_198056.2	Exon 07	07	c.704-15	c.934+15	3	NC_000003.11	38651470	38651210
SCN5A	NM_198056.2	Exon 08	08	c.935-15	c.998+15	3	NC_000003.11	38649720	38649627
SCN5A	NM_198056.2	Exon 09	09	c.999-15	c.1140+15	3	NC_000003.11	38648316	38648145
SCN5A	NM_198056.2	Exon 10	10	c.1141-15	c.1338+15	3	NC_000003.11	38647654	38647427
SCN5A	NM_198056.2	Exon 11	11	c.1339-15	c.1518+15	3	NC_000003.11	38646414	38646205
SCN5A	NM_198056.2	Exon 12	12	c.1519-15	c.1890+15	3	NC_000003.11	38645589	38645188
SCN5A	NM_198056.2	Exon 13	13	c.1891-15	c.2023+15	3	NC_000003.11	38640556	38640394
SCN5A	NM_198056.2	Exon 14	14	c.2024-15	c.2262+15	3	NC_000003.11	38639473	38639205
SCN5A	NM_198056.2	Exon 15	15	c.2263-15	c.2436+15	3	NC_000003.11	38629079	38628876
SCN5A	NM_198056.2	Exon 16	16	c.2437-15	c.2787+15	3	NC_000003.11	38627547	38627167
SCN5A	NM_198056.2	Exon 17	17	c.2788-15	c.3228+15	3	NC_000003.11	38622877	38622407
SCN5A	NM_198056.2	Exon 18	18	c.3229-15	c.3390+15	3	NC_000003.11	38621001	38620810
SCN5A	NM_198056.2	Exon 19	19	c.3391-15	c.3511+15	3	NC_000003.11	38618287	38618137
SCN5A	NM_198056.2	Exon 20	20	c.3512-15	c.3666+15	3	NC_000003.11	38616957	38616773
SCN5A	NM_198056.2	Exon 21	21	c.3667-15	c.3840+15	3	NC_000003.11	38608088	38607885
SCN5A	NM_198056.2	Exon 22	22	c.3841-15	c.3963+15	3	NC_000003.11	38604043	38603891
SCN5A	NM_198056.2	Exon 23	23	c.3964-15	c.4245+15	3	NC_000003.11	38601934	38601623
SCN5A	NM_198056.2	Exon 24	24	c.4246-15	c.4299+15	3	NC_000003.11	38598790	38598707
SCN5A	NM_198056.2	Exon 25	25	c.4300-15	c.4437+15	3	NC_000003.11	38598084	38597917
SCN5A	NM_198056.2	Exon 26	26	c.4438-15	c.4542+15	3	NC_000003.11	38597266	38597132
SCN5A	NM_198056.2	Exon 27	27	c.4543-15	c.4813+15	3	NC_000003.11	38596055	38595755
SCN5A	NM_198056.2	Exon 28	28	c.4814-15	c.*15	3	NC_000003.11	38593064	38591797
SDHAF2	NM_017841.2	Exon 01	01	c.-15	c.36+15	11	NC_000011.9	61197604	61197669
SDHAF2	NM_017841.2	Exon 02	02	c.37-15	c.260+15	11	NC_000011.9	61205082	61205335
SDHAF2	NM_017841.2	Exon 03	03	c.261-15	c.370+15	11	NC_000011.9	61205461	61205600
SDHAF2	NM_017841.2	Exon 04	04	c.371-15	c.*15	11	NC_000011.9	61213398	61213558
SDHB	NM_003000.2	Exon 01	01	c.-15	c.72+15	1	NC_000001.10	17380529	17380428
SDHB	NM_003000.2	Exon 02	02	c.73-15	c.200+15	1	NC_000001.10	17371398	17371241
SDHB	NM_003000.2	Exon 03	03	c.201-15	c.286+15	1	NC_000001.10	17359655	17359540
SDHB	NM_003000.2	Exon 04	04	c.287-15	c.423+15	1	NC_000001.10	17355246	17355080
SDHB	NM_003000.2	Exon 05	05	c.424-15	c.540+15	1	NC_000001.10	17354375	17354229
SDHB	NM_003000.2	Exon 06	06	c.541-15	c.642+15	1	NC_000001.10	17350584	17350453
SDHB	NM_003000.2	Exon 07	07	c.643-15	c.765+15	1	NC_000001.10	17349240	17349088
SDHB	NM_003000.2	Exon 08	08	c.766-15	c.*15	1	NC_000001.10	17345468	17345361
SDHC	NM_001035511.1	Exon 05	05	c.362	c.*15	1	NC_000001.10	161332239	161332345
SDHC	NM_003001.3	Exon 01	01	c.-15	c.20+15	1	NC_000001.10	161284181	161284230
SDHC	NM_003001.3	Exon 02	02	c.21-15	c.77+15	1	NC_000001.10	161293389	161293475
SDHC	NM_003001.3	Exon 03	03	c.78-15	c.179+15	1	NC_000001.10	161298171	161298302
SDHC	NM_003001.3	Exon 04	04	c.180-15	c.241+15	1	NC_000001.10	161310369	161310460
SDHC	NM_003001.3	Exon 05	05	c.242-15	c.405+15	1	NC_000001.10	161326452	161326645
SDHC	NM_003001.3	Exon 06	06	c.406-15	c.*15	1	NC_000001.10	161332104	161332238
SDHD	NM_003002.2	Exon 01	01	c.-15	c.52+15	11	NC_000011.9	111957617	111957698
SDHD	NM_003002.2	Exon 02	02	c.53-15	c.169+15	11	NC_000011.9	111958566	111958712
SDHD	NM_003002.2	Exon 03	03	c.170-15	c.314+15	11	NC_000011.9	111959576	111959750
SDHD	NM_003002.2	Exon 04	04	c.315-15	c.*15	11	NC_000011.9	111965514	111965709
SMAD3	NM_001145103.1	Exon 01B	01B	c.-15	c.74+15	15	NC_000015.9	67430350	67430453
SMAD3	NM_005902.3	Exon 01	01	c.-15	c.206+15	15	NC_000015.9	67358478	67358713
SMAD3	NM_005902.3	Exon 02	02	c.207-15	c.400+15	15	NC_000015.9	67457218	67457441
SMAD3	NM_005902.3	Exon 03	03	c.401-15	c.532+15	15	NC_000015.9	67457576	67457737
SMAD3	NM_005902.3	Exon 04	04	c.533-15	c.607+15	15	NC_000015.9	67459102	67459206
SMAD3	NM_005902.3	Exon 05	05	c.608-15	c.658+15	15	NC_000015.9	67462877	67462957
SMAD3	NM_005902.3	Exon 06	06	c.659-15	c.871+15	15	NC_000015.9	67473564	67473806
SMAD3	NM_005902.3	Exon 07	07	c.872-15	c.1009+15	15	NC_000015.9	67477050	67477217
SMAD3	NM_005902.3	Exon 08	08	c.1010-15	c.1154+15	15	NC_000015.9	67479688	67479862
SMAD3	NM_005902.3	Exon 09	09	c.1155-15	c.*15	15	NC_000015.9	67482736	67482889
STK11	NM_000455.4	Exon 01	01	c.-15	c.290+15	19	NC_000019.9	1206898	1207217
STK11	NM_000455.4	Exon 02	02	c.291-15	c.374+15	19	NC_000019.9	1218401	1218514
STK11	NM_000455.4	Exon 03	03	c.375-15	c.464+15	19	NC_000019.9	1219308	1219427
STK11	NM_000455.4	Exon 04	04	c.465-15	c.597+15	19	NC_000019.9	1220357	1220519
STK11	NM_000455.4	Exon 05	05	c.598-15	c.734+15	19	NC_000019.9	1220565	1220731
STK11	NM_000455.4	Exon 06	06	c.735-15	c.862+15	19	NC_000019.9	1221197	1221354
STK11	NM_000455.4	Exon 07	07	c.863-15	c.920+15	19	NC_000019.9	1221933	1222020
STK11	NM_000455.4	Exon 08	08	c.921-15	c.1108+15	19	NC_000019.9	1222969	1223186
STK11	NM_000455.4	Exon 09	09	c.1109-15	c.*15	19	NC_000019.9	1226438	1226661
TGFBR1	NM_004612.2	Exon 01	01	c.-15	c.97+15	9	NC_000009.11	101867473	101867599
TGFBR1	NM_004612.2	Exon 02	02	c.98-15	c.343+15	9	NC_000009.11	101891122	101891397
